page,id,format,pgfplots,plot,model,path
76,page-76-q1-root-sketch,tikz,False,False,False,linear-complete-page-76/1/content/answer/solutionDiagrams/0
76,page-76-q2-root-sketch,tikz,False,False,False,linear-complete-page-76/2/content/answer/solutionDiagrams/0
76,page-76-q3-root-sketch,tikz,False,False,False,linear-complete-page-76/3/content/answer/solutionDiagrams/0
77,page-77-q4-root-sketch,tikz,False,False,False,linear-complete-page-77/0/content/answer/solutionDiagrams/0
77,page-77-q5-root-sketch,tikz,False,False,False,linear-complete-page-77/1/content/answer/solutionDiagrams/0
78,page-78-q7-diagram-1,image,False,False,False,linear-complete-page-78/0/content/questionDiagrams/0
78,page-78-q8-a-diagram-1,image,False,False,False,linear-complete-page-78/1/content/children/0/questionDiagrams/0
78,page-78-q8-b-diagram-1,image,False,False,False,linear-complete-page-78/1/content/children/1/questionDiagrams/0
79,page-79-q8-c-diag,image,False,False,False,linear-complete-page-79/0/content/children/0/questionDiagrams/0
79,page-79-q8-d-diag,image,False,False,False,linear-complete-page-79/0/content/children/1/questionDiagrams/0
79,page-79-q8-e-diag,image,False,False,False,linear-complete-page-79/0/content/children/2/questionDiagrams/0
79,page-79-q8-f-diag,image,False,False,False,linear-complete-page-79/0/content/children/3/questionDiagrams/0
80,page-80-q9-d-diag,image,False,False,False,linear-complete-page-80/0/content/children/3/questionDiagrams/0
81,page-81-q2-diag,image,False,False,False,linear-complete-page-81/1/content/questionDiagrams/0
82,page-82-d1,image,False,False,False,linear-complete-page-82/1/content/children/0/questionDiagrams/0
82,page-82-q1-table-plotted-answer,tikz,False,False,True,linear-complete-page-82/1/content/children/0/answer/solutionDiagrams/0
83,page-83-d1,image,False,False,False,linear-complete-page-83/0/content/questionDiagrams/0
83,page-83-d2,image,False,False,False,linear-complete-page-83/1/content/questionDiagrams/0
83,page-83-d3,image,False,False,False,linear-complete-page-83/2/content/questionDiagrams/0
85,page-85-diag-ex-1,tikz,False,False,True,linear-complete-page-85/2/examples/0/questionDiagrams/0
85,page-85-diag-ex-2,tikz,False,False,True,linear-complete-page-85/2/examples/1/questionDiagrams/0
85,page-85-diag-gp-a,image,False,False,False,linear-complete-page-85/4/content/children/0/questionDiagrams/0
85,page-85-diag-gp-b,image,False,False,False,linear-complete-page-85/4/content/children/1/questionDiagrams/0
85,page-85-diag-gp-c,image,False,False,False,linear-complete-page-85/4/content/children/2/questionDiagrams/0
86,page-86-diag-1a,tikz,False,False,True,linear-complete-page-86/0/content/children/0/questionDiagrams/0
86,page-86-diag-1b,image,False,False,False,linear-complete-page-86/0/content/children/1/questionDiagrams/0
86,page-86-diag-1c,image,False,False,False,linear-complete-page-86/0/content/children/2/questionDiagrams/0
86,page-86-diag-1d,image,False,False,False,linear-complete-page-86/0/content/children/3/questionDiagrams/0
86,page-86-diag-1e,image,False,False,False,linear-complete-page-86/0/content/children/4/questionDiagrams/0
86,page-86-diag-1f,image,False,False,False,linear-complete-page-86/0/content/children/5/questionDiagrams/0
86,page-86-diag-1g,image,False,False,False,linear-complete-page-86/0/content/children/6/questionDiagrams/0
86,page-86-diag-1h,image,False,False,False,linear-complete-page-86/0/content/children/7/questionDiagrams/0
86,page-86-diag-1i,image,False,False,False,linear-complete-page-86/0/content/children/8/questionDiagrams/0
87,page-87-diag-q2,image,False,False,False,linear-complete-page-87/0/content/questionDiagrams/0
87,page-87-diag-q3,image,False,False,False,linear-complete-page-87/1/content/questionDiagrams/0
88,page-88-q4-diagram,image,False,False,False,linear-complete-page-88/0/content/questionDiagrams/0
88,page-88-q5-diagram,image,False,False,False,linear-complete-page-88/1/content/questionDiagrams/0
89,page-89-investigation-diagram,image,False,False,False,linear-complete-page-89/4
90,page-90-identify-a-diagram,tikz,False,False,True,linear-complete-page-90/1/content/children/0/questionDiagrams/0
90,page-90-identify-b-diagram,tikz,False,False,True,linear-complete-page-90/1/content/children/1/questionDiagrams/0
91,page-91-q1-a-diagram-1,image,False,False,False,linear-complete-page-91/0/content/children/0/questionDiagrams/0
91,page-91-q1-b-diagram-1,image,False,False,False,linear-complete-page-91/0/content/children/1/questionDiagrams/0
91,page-91-q1-c-diagram-1,image,False,False,False,linear-complete-page-91/0/content/children/2/questionDiagrams/0
91,page-91-q1-d-diagram-1,image,False,False,False,linear-complete-page-91/0/content/children/3/questionDiagrams/0
91,page-91-q1-e-diagram-1,image,False,False,False,linear-complete-page-91/0/content/children/4/questionDiagrams/0
91,page-91-q1-f-diagram-1,image,False,False,False,linear-complete-page-91/0/content/children/5/questionDiagrams/0
92,page-92-q2-a-diagram-1,image,False,False,False,linear-complete-page-92/0/content/children/0/questionDiagrams/0
92,page-92-q2-b-diagram-1,image,False,False,False,linear-complete-page-92/0/content/children/1/questionDiagrams/0
92,page-92-q3-diagram-1,image,False,False,False,linear-complete-page-92/1/content/questionDiagrams/0
93,page-93-q4-diagram-1,image,False,False,False,linear-complete-page-93/0/content/questionDiagrams/0
